Time,Bid1,Bid2,Ask1,Ask2,Mid-Price,Total_volume,Bid_ask_spread,Order_imbalance
07:53:42,"[185.0, 188]","[183.0, 126]","[265.0, 18]","[414.0, 24]",225.0,356,80.0,0.76
07:53:43,"[185.0, 96]","[183.0, 168]","[264.12, 24]","[350.14, 28]",224.56,316,79.12,0.67
07:53:44,"[186.71, 42]","[183.47, 102]","[262.0, 21]","[263.29, 21]",224.36,186,75.29,0.55
07:53:45,"[189.0, 42]","[186.0, 42]","[203.08, 13]","[244.06, 17]",196.04,114,14.08,0.47
07:53:46,"[189.0, 90]","[184.55, 120]","[201.47, 45]","[203.95, 59]",195.23,314,12.47,0.34
07:53:47,"[189.0, 78]","[183.5, 138]","[198.69, 45]","[209.02, 43]",193.84,304,9.69,0.42
07:53:48,"[189.0, 67]","[187.0, 13]","[195.83, 41]","[197.64, 50]",192.41,171,6.83,-0.06
07:53:49,"[189.0, 40]","[187.0, 8]","[194.0, 32]","[195.0, 24]",191.5,104,5.0,-0.08
07:53:50,"[187.0, 13]","[185.0, 78]","[191.37, 62]","[193.37, 49]",189.19,202,4.37,-0.1
07:53:51,"[185.05, 37]","[183.39, 108]","[188.1, 48]","[190.03, 59]",186.58,252,3.05,0.15
07:53:52,"[183.04, 164]","[182.68, 124]","[184.6, 30]","[211.82, 34]",183.82,352,1.56,0.64
07:53:53,"[183.0, 119]","[182.0, 35]","[184.0, 14]","[270.63, 27]",183.5,195,1.0,0.58
07:53:54,"[183.03, 145]","[182.1, 109]","[249.25, 24]","[543.72, 43]",216.14,321,66.22,0.58
07:53:55,"[183.02, 215]","[182.09, 121]","[413.84, 37]","[619.88, 51]",298.43,424,230.81,0.58
07:53:56,"[183.0, 246]","[182.0, 88]","[280.15, 34]","[558.5, 30]",231.57,398,97.15,0.68
07:53:57,"[183.0, 297]","[182.0, 99]","[324.14, 21]","[537.27, 33]",253.57,450,141.14,0.76
07:53:58,"[183.0, 330]","[182.0, 70]","[287.54, 24]","[313.9, 29]",235.27,453,104.54,0.77
07:53:59,"[183.0, 223]","[182.0, 49]","[220.0, 35]","[221.0, 21]",201.5,328,37.0,0.66
07:54:00,"[183.0, 232]","[182.0, 56]","[219.25, 40]","[221.0, 24]",201.12,352,36.25,0.64
07:54:01,"[183.0, 164]","[182.0, 42]","[215.25, 24]","[217.11, 18]",199.12,248,32.25,0.66
07:54:02,"[183.0, 144]","[182.0, 42]","[213.96, 24]","[214.89, 18]",198.48,228,30.96,0.63
07:54:03,"[183.0, 137]","[182.0, 63]","[211.56, 18]","[214.0, 45]",197.28,263,28.56,0.52
07:54:04,"[183.06, 105]","[182.26, 85]","[208.49, 43]","[210.03, 34]",195.77,267,25.43,0.42
07:54:05,"[183.22, 115]","[182.5, 126]","[205.91, 57]","[206.08, 48]",194.56,346,22.69,0.39
07:54:06,"[184.19, 43]","[183.27, 74]","[202.44, 27]","[204.67, 36]",193.32,180,18.26,0.3
07:54:07,"[184.76, 34]","[183.16, 92]","[202.0, 50]","[203.0, 20]",193.38,196,17.24,0.29
07:54:08,"[183.51, 67]","[182.29, 35]","[201.7, 50]","[203.0, 20]",192.6,172,18.19,0.19
07:54:09,"[183.0, 140]","[182.0, 84]","[200.19, 52]","[201.52, 29]",191.6,305,17.19,0.47
07:54:10,"[183.35, 129]","[182.29, 102]","[195.83, 60]","[196.29, 35]",189.59,326,12.48,0.42
07:54:11,"[183.0, 100]","[182.0, 60]","[191.22, 27]","[193.95, 41]",187.11,228,8.22,0.4
07:54:12,"[183.0, 140]","[182.0, 84]","[187.18, 17]","[189.7, 64]",185.09,305,4.18,0.47
07:54:13,"[183.0, 96]","[182.0, 72]","[185.2, 15]","[189.35, 52]",184.1,235,2.2,0.43
07:54:14,"[183.0, 156]","[182.0, 84]","[186.11, 18]","[190.58, 69]",184.56,327,3.11,0.47
07:54:15,"[183.25, 55]","[182.7, 60]","[190.0, 55]","[484.0, 36]",186.63,206,6.75,0.12
07:54:16,"[184.07, 29]","[183.07, 87]","[189.18, 55]","[418.81, 37]",186.63,208,5.11,0.12
07:54:17,"[184.0, 21]","[183.0, 63]","[187.0, 35]","[327.73, 22]",185.5,141,3.0,0.19
07:54:18,"[184.0, 21]","[183.0, 63]","[186.0, 35]","[272.69, 13]",185.0,132,2.0,0.27
07:54:19,"[184.0, 27]","[183.0, 81]","[186.0, 45]","[228.0, 27]",185.0,180,2.0,0.2
07:54:20,"[183.0, 68]","[182.0, 8]","[216.0, 16]","[712.62, 26]",199.5,118,33.0,0.29
07:54:21,"[183.0, 26]","[182.0, 4]","[425.0, 4]","[750.0, 16]",304.0,50,242.0,0.2
07:54:22,"[183.19, 32]","[182.62, 16]","[277.8, 20]","[655.0, 20]",230.49,88,94.61,0.09
07:54:23,"[183.84, 25]","[183.91, 11]","[412.45, 11]","[662.09, 44]",298.15,91,228.61,-0.21
07:54:24,"[184.5, 36]","[182.78, 23]","[208.05, 22]","[222.82, 11]",196.27,92,23.55,0.28
07:54:25,"[187.5, 50]","[182.96, 26]","[207.67, 18]","[209.0, 6]",197.58,100,20.17,0.52
07:54:26,"[188.0, 29]","[183.0, 25]","[207.0, 15]","[209.0, 5]",197.5,74,19.0,0.46
07:54:27,"[188.0, 50]","[183.0, 50]","[207.0, 30]","[323.84, 19]",197.5,149,19.0,0.34
07:54:28,"[188.95, 22]","[187.38, 40]","[206.62, 24]","[379.0, 32]",197.79,118,17.67,0.05
07:54:29,"[189.08, 26]","[186.75, 51]","[205.0, 27]","[380.92, 38]",197.04,142,15.92,0.08
07:54:30,"[188.0, 15]","[184.0, 20]","[203.6, 5]","[205.0, 15]",195.8,55,15.6,0.27
07:54:31,"[188.0, 18]","[184.0, 24]","[203.0, 6]","[205.0, 18]",195.5,66,15.0,0.27
07:54:32,"[187.33, 24]","[183.89, 45]","[201.45, 11]","[205.0, 33]",194.39,113,14.12,0.22
07:54:33,"[188.0, 17]","[184.0, 24]","[201.0, 6]","[205.0, 18]",194.5,65,13.0,0.26
07:54:34,"[188.0, 30]","[184.0, 40]","[199.92, 12]","[202.18, 28]",193.96,110,11.92,0.27
07:54:35,"[187.2, 30]","[183.68, 47]","[196.81, 21]","[197.61, 23]",192.0,121,9.61,0.27
07:54:36,"[183.18, 33]","[182.19, 78]","[194.5, 34]","[195.42, 26]",188.84,171,11.32,0.3
07:54:37,"[183.0, 42]","[182.0, 98]","[190.48, 48]","[191.56, 34]",186.74,222,7.48,0.26
07:54:38,"[182.87, 52]","[181.16, 109]","[185.67, 45]","[187.8, 20]",184.27,226,2.8,0.42
07:54:39,"[183.0, 17]","[182.0, 84]","[184.0, 17]","[188.67, 18]",183.5,136,1.0,0.49
07:54:40,"[184.33, 69]","[178.33, 54]","[189.05, 19]","[205.42, 31]",186.69,173,4.72,0.42
07:54:41,"[186.0, 40]","[183.0, 25]","[192.0, 5]","[327.0, 12]",189.0,82,6.0,0.59
07:54:42,"[186.0, 52]","[183.0, 40]","[191.5, 8]","[300.53, 30]",188.75,130,5.5,0.42
07:54:43,"[186.0, 54]","[183.0, 45]","[190.89, 9]","[276.78, 36]",188.44,144,4.89,0.38
07:54:44,"[186.0, 66]","[183.0, 55]","[189.36, 11]","[304.45, 55]",187.68,187,3.36,0.29
07:54:45,"[186.04, 49]","[184.79, 19]","[188.0, 10]","[492.91, 44]",187.02,122,1.96,0.11
07:54:46,"[186.12, 68]","[185.62, 32]","[188.0, 16]","[435.05, 75]",187.06,191,1.88,0.05
07:54:47,"[184.05, 63]","[182.88, 107]","[285.86, 28]","[410.53, 57]",234.95,255,101.81,0.33
07:54:48,"[183.04, 75]","[182.48, 94]","[409.92, 25]","[607.24, 42]",296.48,236,226.88,0.43
07:54:49,"[183.0, 60]","[182.0, 70]","[423.27, 22]","[465.0, 28]",303.14,180,240.27,0.44
07:54:50,"[184.0, 38]","[183.0, 66]","[300.23, 26]","[485.02, 41]",242.12,171,116.23,0.22
07:54:51,"[184.0, 9]","[183.0, 54]","[190.56, 18]","[264.46, 35]",187.28,116,6.56,0.09
07:54:52,"[184.0, 13]","[183.0, 78]","[189.62, 26]","[277.12, 34]",186.81,151,5.62,0.21
07:54:53,"[183.0, 40]","[182.0, 56]","[187.75, 16]","[231.0, 16]",185.38,128,4.75,0.5
07:54:54,"[182.1, 31]","[176.95, 19]","[204.0, 10]","[265.57, 14]",193.05,74,21.9,0.35
07:54:55,"[184.21, 14]","[177.19, 16]","[208.71, 28]","[240.2, 20]",196.46,78,24.5,-0.23
07:54:56,"[182.0, 24]","[170.42, 19]","[205.0, 24]","[231.0, 12]",193.5,79,23.0,0.09
07:54:57,"[175.5, 26]","[147.28, 67]","[222.38, 40]","[325.8, 30]",198.94,163,46.88,0.14
07:54:58,"[185.03, 63]","[183.83, 23]","[222.61, 41]","[228.35, 34]",203.82,161,37.58,0.07
07:54:59,"[185.0, 48]","[182.0, 10]","[202.0, 40]","[209.17, 36]",193.5,134,17.0,-0.13
07:55:00,"[185.0, 48]","[182.0, 12]","[187.77, 44]","[188.91, 53]",186.39,157,2.77,-0.24
07:55:01,"[185.0, 40]","[182.0, 10]","[186.8, 50]","[188.0, 30]",185.9,130,1.8,-0.23
07:55:02,"[185.75, 16]","[182.9, 10]","[202.39, 28]","[265.75, 28]",194.07,82,16.64,-0.37
07:55:03,"[184.09, 11]","[162.78, 37]","[376.85, 27]","[628.82, 17]",280.47,92,192.76,0.04
07:55:04,"[175.49, 41]","[159.73, 55]","[362.03, 35]","[541.65, 34]",268.76,165,186.54,0.16
07:55:05,"[149.42, 55]","[136.05, 39]","[175.0, 12]","[208.59, 54]",162.21,160,25.58,0.17
07:55:06,"[126.27, 52]","[66.44, 27]","[174.29, 14]","[175.91, 43]",150.28,136,48.02,0.16
07:55:07,"[65.64, 96]","[64.09, 95]","[173.0, 40]","[174.0, 12]",119.32,243,107.36,0.57
07:55:08,"[83.56, 63]","[82.0, 162]","[173.0, 32]","[174.0, 9]",128.28,266,89.44,0.69
07:55:09,"[110.17, 71]","[82.68, 82]","[173.5, 16]","[175.74, 23]",141.83,192,63.33,0.59
07:55:10,"[108.0, 198]","[99.55, 77]","[175.0, 11]","[176.0, 55]",141.5,341,67.0,0.61
07:55:11,"[150.46, 106]","[117.56, 145]","[175.0, 12]","[176.0, 60]",162.73,323,24.54,0.55
07:55:12,"[173.86, 98]","[172.0, 98]","[175.0, 14]","[176.0, 70]",174.43,280,1.14,0.4
07:55:13,"[174.0, 63]","[171.38, 48]","[175.95, 37]","[176.78, 45]",174.97,193,1.95,0.15
07:55:14,"[174.1, 70]","[168.5, 20]","[176.0, 50]","[177.0, 50]",175.05,190,1.9,-0.05
07:55:15,"[173.97, 37]","[154.0, 46]","[176.92, 64]","[177.92, 65]",175.45,212,2.95,-0.22
07:55:16,"[176.0, 20]","[153.33, 67]","[177.36, 33]","[178.35, 43]",176.68,163,1.36,0.07
07:55:17,"[176.9, 41]","[173.55, 55]","[178.43, 35]","[179.26, 34]",177.67,165,1.53,0.16
07:55:18,"[174.08, 64]","[162.75, 132]","[179.52, 21]","[258.33, 45]",176.8,262,5.45,0.5
07:55:19,"[178.33, 21]","[123.65, 62]","[244.26, 31]","[306.96, 45]",211.3,159,65.92,0.04
07:55:20,"[189.0, 9]","[177.0, 6]","[306.0, 12]","[354.0, 12]",247.5,39,117.0,-0.23
07:55:21,"[189.0, 33]","[182.82, 22]","[306.0, 44]","[392.26, 43]",247.5,142,117.0,-0.23
07:55:22,"[189.0, 21]","[185.55, 11]","[215.0, 21]","[306.0, 28]",202.0,81,26.0,-0.21
07:55:23,"[189.0, 27]","[187.76, 21]","[309.86, 35]","[421.79, 33]",249.43,116,120.86,-0.17
07:55:24,"[189.0, 30]","[188.0, 48]","[235.5, 26]","[323.89, 36]",212.25,140,46.5,0.11
07:55:25,"[188.96, 100]","[187.98, 61]","[196.87, 38]","[213.88, 59]",192.91,258,7.91,0.25
07:55:26,"[189.0, 69]","[188.0, 52]","[194.44, 25]","[196.11, 27]",191.72,173,5.44,0.4
07:55:27,"[189.0, 35]","[188.0, 28]","[193.0, 7]","[194.0, 21]",191.0,91,4.0,0.38
07:55:28,"[189.0, 40]","[188.0, 32]","[192.38, 8]","[194.0, 24]",190.69,104,3.38,0.38
07:55:29,"[189.0, 50]","[188.0, 40]","[192.0, 10]","[194.0, 30]",190.5,130,3.0,0.38
07:55:30,"[189.0, 60]","[188.0, 48]","[191.29, 17]","[193.59, 29]",190.15,154,2.29,0.4
07:55:31,"[188.79, 39]","[187.96, 46]","[192.15, 41]","[267.16, 32]",190.47,158,3.35,0.08
07:55:32,"[188.0, 30]","[187.0, 9]","[253.0, 29]","[401.0, 31]",220.5,99,65.0,-0.21
07:55:33,"[188.0, 33]","[187.0, 11]","[398.47, 19]","[460.76, 38]",293.24,101,210.47,-0.13
07:55:34,"[185.11, 38]","[184.14, 29]","[236.0, 11]","[401.1, 41]",210.55,119,50.89,0.13
07:55:35,"[185.83, 48]","[184.77, 26]","[235.0, 7]","[236.0, 7]",210.42,88,49.17,0.68
07:55:36,"[186.0, 96]","[185.0, 48]","[232.42, 12]","[233.42, 12]",209.21,168,46.42,0.71
07:55:37,"[186.0, 72]","[185.0, 36]","[216.91, 11]","[225.0, 13]",201.45,132,30.91,0.64
07:55:38,"[186.11, 47]","[185.14, 51]","[214.07, 14]","[231.0, 14]",200.09,126,27.97,0.56
07:55:39,"[185.5, 12]","[184.06, 32]","[212.17, 12]","[229.42, 12]",198.83,68,26.67,0.29
07:55:40,"[184.16, 19]","[183.18, 49]","[210.52, 23]","[449.81, 21]",197.34,112,26.36,0.21
07:55:41,"[184.0, 20]","[183.0, 50]","[209.7, 46]","[210.64, 14]",196.85,130,25.7,0.08
07:55:42,"[184.0, 16]","[183.0, 40]","[207.25, 12]","[210.03, 36]",195.62,104,23.25,0.08
07:55:43,"[184.0, 20]","[183.0, 50]","[207.43, 14]","[208.24, 46]",195.71,130,23.43,0.08
07:55:44,"[184.3, 20]","[183.26, 47]","[205.08, 49]","[207.38, 29]",194.69,145,20.78,-0.08
07:55:45,"[187.69, 42]","[186.17, 30]","[203.72, 36]","[204.2, 20]",195.71,128,16.03,0.12
07:55:46,"[189.6, 15]","[188.01, 85]","[198.96, 23]","[199.96, 23]",194.28,146,9.36,0.37
07:55:47,"[190.17, 12]","[189.0, 12]","[194.87, 15]","[196.67, 12]",192.52,51,4.7,-0.06
07:55:48,"[188.22, 81]","[185.81, 91]","[191.28, 36]","[192.0, 44]",189.75,252,3.06,0.37
07:55:49,"[186.89, 36]","[183.67, 67]","[189.09, 22]","[215.0, 33]",187.99,158,2.2,0.3
07:55:50,"[184.0, 38]","[183.0, 154]","[187.06, 34]","[244.2, 50]",185.53,276,3.06,0.39
07:55:51,"[184.0, 23]","[183.0, 88]","[191.71, 17]","[212.45, 29]",187.85,157,7.71,0.41
07:55:52,"[184.0, 20]","[183.0, 77]","[216.0, 21]","[390.4, 10]",200.0,128,32.0,0.52
07:55:53,"[183.0, 66]","[148.4, 40]","[216.0, 18]","[364.33, 18]",199.5,142,33.0,0.49
07:55:54,"[183.0, 121]","[164.2, 30]","[212.2, 30]","[270.69, 49]",197.6,230,29.2,0.31
07:55:55,"[183.0, 53]","[182.0, 42]","[209.31, 26]","[263.86, 42]",196.15,163,26.31,0.17
07:55:56,"[183.8, 44]","[182.58, 36]","[186.0, 20]","[199.2, 30]",184.9,130,2.2,0.23
07:55:57,"[184.27, 55]","[183.0, 33]","[194.44, 32]","[278.02, 53]",189.36,173,10.16,0.02
07:55:58,"[186.62, 40]","[183.0, 24]","[250.0, 32]","[299.03, 32]",218.31,128,63.38,0.0
07:55:59,"[188.37, 51]","[183.0, 33]","[282.0, 22]","[308.86, 37]",235.19,143,93.63,0.17
07:56:00,"[191.0, 33]","[182.88, 34]","[281.64, 22]","[318.0, 33]",236.32,122,90.64,0.1
07:56:01,"[191.0, 27]","[183.22, 36]","[272.17, 12]","[320.91, 23]",231.58,98,81.17,0.29
07:56:02,"[191.0, 24]","[186.0, 8]","[264.5, 12]","[267.0, 12]",227.75,56,73.5,0.14
07:56:03,"[183.08, 50]","[182.27, 44]","[258.0, 13]","[262.12, 16]",220.54,123,74.92,0.53
07:56:04,"[183.17, 36]","[182.64, 56]","[238.45, 11]","[244.5, 12]",210.81,115,55.29,0.6
07:56:05,"[189.15, 62]","[186.57, 53]","[236.0, 16]","[254.65, 17]",212.57,148,46.85,0.55
07:56:06,"[190.0, 70]","[189.0, 40]","[234.9, 20]","[237.0, 10]",212.45,140,44.9,0.57
07:56:07,"[190.0, 77]","[189.0, 44]","[232.47, 15]","[233.78, 18]",211.23,154,42.47,0.57
07:56:08,"[190.0, 83]","[189.0, 52]","[231.1, 20]","[231.74, 19]",210.55,174,41.1,0.55
07:56:09,"[190.0, 22]","[189.0, 32]","[229.6, 10]","[230.86, 14]",209.8,78,39.6,0.38
07:56:10,"[188.69, 13]","[187.89, 38]","[228.84, 19]","[229.57, 14]",208.77,84,40.15,0.21
07:56:11,"[184.0, 24]","[183.0, 32]","[227.33, 12]","[228.67, 12]",205.67,80,43.33,0.4
07:56:12,"[183.55, 33]","[182.62, 39]","[206.33, 39]","[215.48, 33]",194.94,144,22.79,0.0
07:56:13,"[183.0, 24]","[182.0, 24]","[194.0, 32]","[195.0, 16]",188.5,96,11.0,0.0
07:56:14,"[182.6, 30]","[156.74, 38]","[193.0, 20]","[194.0, 40]",187.8,128,10.4,0.06
07:56:15,"[182.0, 33]","[146.36, 55]","[190.67, 21]","[191.69, 32]",186.33,141,8.67,0.25
07:56:16,"[172.47, 51]","[136.03, 86]","[186.64, 39]","[187.07, 30]",179.56,206,14.17,0.33
07:56:17,"[101.0, 48]","[43.0, 40]","[182.21, 19]","[183.45, 22]",141.61,129,81.21,0.36
07:56:18,"[105.31, 39]","[84.89, 28]","[179.46, 24]","[180.34, 41]",142.38,132,74.15,0.02
07:56:19,"[134.64, 55]","[96.8, 15]","[178.52, 27]","[180.26, 19]",156.58,116,43.88,0.21
07:56:20,"[175.82, 28]","[158.88, 49]","[180.0, 24]","[181.0, 48]",177.91,149,4.18,0.03
07:56:21,"[178.67, 9]","[140.71, 42]","[180.5, 24]","[203.0, 30]",179.58,105,1.83,-0.03
07:56:22,"[144.67, 9]","[40.23, 47]","[179.07, 14]","[188.03, 31]",161.87,101,34.4,0.11
07:56:23,"[122.38, 61]","[49.58, 66]","[207.79, 43]","[230.33, 18]",165.08,188,85.41,0.35
07:56:24,"[131.8, 59]","[85.5, 68]","[228.17, 46]","[268.29, 35]",179.99,208,96.38,0.22
07:56:25,"[121.0, 66]","[59.79, 19]","[178.64, 22]","[180.0, 33]",149.82,140,57.64,0.21
07:56:26,"[118.37, 38]","[80.92, 39]","[177.71, 17]","[179.8, 20]",148.04,114,59.34,0.35
07:56:27,"[116.33, 30]","[75.76, 34]","[178.08, 12]","[225.48, 23]",147.21,99,61.75,0.29
07:56:28,"[117.18, 55]","[47.64, 11]","[180.0, 11]","[273.71, 45]",148.59,122,62.82,0.08
07:56:29,"[118.0, 40]","[102.45, 31]","[205.5, 12]","[215.56, 27]",161.75,110,87.5,0.29
07:56:30,"[134.77, 22]","[122.61, 23]","[282.0, 7]","[329.57, 14]",208.39,66,147.23,0.36
07:56:31,"[130.21, 39]","[129.25, 24]","[237.38, 16]","[385.14, 14]",183.79,93,107.17,0.35
07:56:32,"[133.91, 33]","[131.67, 30]","[202.0, 21]","[367.76, 33]",167.95,117,68.09,0.08
07:56:33,"[141.52, 62]","[135.17, 30]","[182.0, 12]","[378.71, 41]",161.76,145,40.48,0.27
07:56:34,"[182.46, 26]","[174.5, 52]","[433.25, 12]","[574.7, 20]",307.86,110,250.79,0.42
07:56:35,"[182.62, 26]","[181.69, 81]","[378.31, 13]","[460.96, 24]",280.46,144,195.69,0.49
07:56:36,"[182.0, 10]","[181.0, 50]","[316.5, 10]","[434.63, 19]",249.25,89,134.5,0.35
07:56:37,"[182.0, 11]","[181.0, 55]","[299.44, 18]","[376.33, 12]",240.72,96,117.44,0.38
07:56:38,"[185.43, 35]","[183.94, 17]","[339.64, 22]","[501.81, 21]",262.53,95,154.21,0.09
07:56:39,"[186.0, 42]","[185.0, 14]","[360.11, 46]","[446.63, 35]",273.05,137,174.11,-0.18
07:56:40,"[186.75, 36]","[185.0, 12]","[406.61, 46]","[666.87, 15]",296.68,109,219.86,-0.12
07:56:41,"[189.18, 33]","[185.0, 74]","[353.1, 51]","[576.41, 32]",271.14,190,163.92,0.13
07:56:42,"[190.0, 27]","[185.0, 72]","[297.71, 34]","[427.06, 17]",243.85,150,107.71,0.32
07:56:43,"[190.0, 36]","[185.0, 156]","[361.52, 48]","[362.84, 31]",275.76,271,171.52,0.42
07:56:44,"[189.56, 27]","[185.18, 99]","[347.41, 22]","[359.97, 62]",268.48,210,157.85,0.2
07:56:45,"[185.06, 128]","[184.0, 108]","[356.48, 29]","[357.93, 45]",270.77,310,171.42,0.52
07:56:46,"[185.1, 120]","[183.96, 92]","[266.19, 16]","[284.48, 50]",225.64,278,81.09,0.53
07:56:47,"[186.23, 52]","[185.0, 156]","[210.97, 39]","[213.08, 39]",198.6,286,24.74,0.45
07:56:48,"[187.0, 56]","[185.0, 168]","[209.93, 70]","[210.93, 54]",198.46,348,22.93,0.29
07:56:49,"[187.73, 44]","[185.0, 132]","[207.0, 19]","[208.18, 51]",197.36,246,19.27,0.43
07:56:50,"[186.33, 96]","[184.63, 171]","[202.01, 77]","[203.78, 76]",194.17,420,15.68,0.27
07:56:51,"[185.57, 70]","[184.41, 76]","[200.0, 36]","[201.0, 45]",192.79,227,14.43,0.29
07:56:52,"[187.0, 40]","[185.0, 66]","[200.0, 44]","[201.0, 55]",193.5,205,13.0,0.03
07:56:53,"[186.96, 26]","[184.86, 112]","[197.69, 75]","[199.92, 78]",192.33,291,10.73,-0.05
07:56:54,"[188.0, 29]","[185.09, 44]","[193.89, 9]","[196.0, 45]",190.94,127,5.89,0.15
07:56:55,"[188.0, 55]","[187.0, 11]","[190.71, 17]","[192.88, 41]",189.35,124,2.71,0.06
07:56:56,"[187.72, 53]","[185.71, 21]","[189.48, 54]","[191.08, 63]",188.6,191,1.76,-0.23
07:56:57,"[185.0, 26]","[184.0, 54]","[189.0, 24]","[190.0, 30]",187.0,134,4.0,0.19
07:56:58,"[184.0, 84]","[182.35, 43]","[188.09, 55]","[189.47, 53]",186.05,235,4.09,0.08
07:56:59,"[184.0, 105]","[183.0, 45]","[186.5, 60]","[187.85, 65]",185.25,275,2.5,0.09
07:57:00,"[183.45, 44]","[182.25, 48]","[185.29, 51]","[289.37, 35]",184.37,178,1.84,0.03
07:57:01,"[183.0, 30]","[182.0, 50]","[185.0, 26]","[215.5, 50]",184.0,156,2.0,0.03
07:57:02,"[183.0, 40]","[182.0, 70]","[197.65, 31]","[268.4, 67]",190.32,208,14.65,0.06
07:57:03,"[183.0, 12]","[182.0, 60]","[265.14, 58]","[432.04, 24]",224.07,154,82.14,-0.06
07:57:04,"[183.0, 9]","[182.0, 45]","[291.5, 34]","[321.76, 29]",237.25,117,108.5,-0.08
07:57:05,"[182.16, 19]","[181.65, 23]","[226.98, 45]","[245.7, 50]",204.57,137,44.82,-0.39
07:57:06,"[183.0, 72]","[182.0, 24]","[220.08, 48]","[274.02, 41]",201.54,185,37.08,0.04
07:57:07,"[183.0, 48]","[182.0, 16]","[219.88, 32]","[442.14, 21]",201.44,117,36.88,0.09
07:57:08,"[183.0, 32]","[182.0, 14]","[217.69, 26]","[386.4, 20]",200.35,92,34.69,0.0
07:57:09,"[184.05, 38]","[182.59, 34]","[197.58, 38]","[205.41, 39]",190.82,149,13.53,-0.03
07:57:10,"[183.0, 44]","[182.0, 22]","[189.79, 39]","[190.71, 45]",186.4,150,6.79,-0.12
07:57:11,"[183.0, 20]","[181.8, 15]","[186.03, 31]","[187.62, 32]",184.52,98,3.03,-0.29
07:57:12,"[162.78, 63]","[129.79, 90]","[183.41, 39]","[185.05, 43]",173.09,235,20.63,0.3
07:57:13,"[148.5, 56]","[135.85, 55]","[170.43, 28]","[175.23, 26]",159.46,165,21.93,0.35
07:57:14,"[162.0, 14]","[161.0, 7]","[303.3, 20]","[344.08, 12]",232.65,53,141.3,-0.21
07:57:15,"[163.42, 72]","[162.0, 24]","[372.6, 40]","[395.06, 52]",268.01,188,209.18,0.02
07:57:16,"[170.22, 64]","[168.39, 62]","[179.0, 42]","[301.04, 56]",174.61,224,8.78,0.12
07:57:17,"[175.18, 34]","[174.0, 70]","[220.92, 39]","[253.97, 34]",198.05,177,45.75,0.18
07:57:18,"[180.67, 24]","[178.44, 18]","[262.67, 30]","[279.22, 37]",221.67,109,82.0,-0.23
07:57:19,"[186.05, 74]","[181.87, 46]","[226.53, 34]","[321.36, 22]",206.29,176,40.48,0.36
07:57:20,"[188.0, 90]","[184.84, 25]","[198.0, 45]","[360.0, 18]",193.0,178,10.0,0.29
07:57:21,"[188.0, 70]","[186.71, 63]","[211.03, 39]","[433.59, 22]",199.51,194,23.03,0.37
07:57:22,"[188.0, 17]","[187.0, 36]","[360.0, 8]","[562.38, 16]",274.0,77,172.0,0.38
07:57:23,"[187.23, 35]","[186.6, 45]","[359.09, 22]","[509.82, 17]",273.16,119,171.86,0.34
07:57:24,"[187.0, 90]","[185.0, 30]","[357.3, 40]","[373.12, 17]",272.15,177,170.3,0.36
07:57:25,"[187.57, 126]","[186.73, 131]","[355.56, 72]","[361.0, 54]",271.56,383,167.98,0.34
07:57:26,"[188.0, 190]","[187.0, 168]","[323.92, 48]","[335.55, 47]",255.96,453,135.92,0.58
07:57:27,"[188.53, 136]","[187.4, 163]","[318.5, 48]","[355.0, 48]",253.51,395,129.97,0.51
07:57:28,"[190.0, 37]","[188.0, 104]","[316.25, 32]","[362.75, 32]",253.12,205,126.25,0.38
07:57:29,"[190.0, 44]","[188.0, 143]","[251.15, 41]","[283.27, 37]",220.57,265,61.15,0.41
07:57:30,"[190.0, 56]","[188.0, 182]","[242.58, 53]","[244.2, 45]",216.29,336,52.58,0.42
07:57:31,"[190.0, 34]","[188.0, 200]","[241.0, 45]","[242.0, 60]",215.5,339,51.0,0.38
07:57:32,"[190.0, 16]","[188.0, 112]","[241.0, 24]","[242.0, 32]",215.5,184,51.0,0.39
07:57:33,"[190.0, 20]","[188.0, 140]","[239.71, 31]","[240.69, 39]",214.85,230,49.71,0.39
07:57:34,"[188.0, 154]","[187.0, 154]","[232.82, 33]","[239.4, 40]",210.41,381,44.82,0.62
07:57:35,"[188.0, 135]","[187.0, 140]","[222.0, 30]","[224.4, 30]",205.0,335,34.0,0.64
07:57:36,"[188.0, 91]","[187.0, 98]","[219.5, 24]","[220.57, 21]",203.75,234,31.5,0.62
07:57:37,"[188.0, 135]","[187.0, 168]","[218.66, 44]","[219.54, 39]",203.33,386,30.66,0.57
07:57:38,"[188.0, 140]","[187.0, 196]","[214.38, 48]","[215.42, 43]",201.19,427,26.38,0.57
07:57:39,"[188.0, 140]","[187.0, 196]","[209.21, 42]","[211.31, 52]",198.61,430,21.21,0.56
07:57:40,"[188.0, 180]","[187.0, 213]","[205.67, 54]","[207.33, 54]",196.83,501,17.67,0.57
07:57:41,"[187.58, 124]","[186.94, 134]","[199.42, 48]","[200.73, 44]",193.5,350,11.84,0.47
07:57:42,"[187.0, 130]","[185.0, 10]","[193.5, 30]","[195.36, 33]",190.25,203,6.5,0.38
07:57:43,"[187.0, 105]","[185.0, 9]","[191.08, 25]","[192.22, 27]",189.04,166,4.08,0.37
07:57:44,"[187.0, 130]","[185.0, 12]","[189.38, 16]","[191.08, 36]",188.19,194,2.38,0.46
07:57:45,"[186.46, 152]","[184.1, 21]","[189.47, 51]","[210.12, 43]",187.97,267,3.01,0.3
